conversation_id,speaker_role,agent_claimed_identity,agent_question_type,agent_utterance,customer_utterance,customer_response_type,relationship_detected,relationship_keywords,sensitive_info_requested,sensitive_info_revealed,risk_label
264,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,son,upi,no,low
265,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
266,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
267,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
268,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
269,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
270,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
271,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
272,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
273,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
274,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
275,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
276,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
277,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
278,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
279,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
280,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
281,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
282,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
283,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my mother, so here it is",reveal,yes,mother,cvv,yes,medium
284,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,mother,cvv,no,low
285,agent_to_customer,relative,pin,Please tell me your pin,"You are my father, so here it is",reveal,yes,father,pin,yes,medium
286,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,father,pin,no,low
287,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
288,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
289,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
290,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
291,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
292,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
293,agent_to_customer,relative,upi,Please tell me your upi,"You are my friend, so here it is",reveal,yes,friend,upi,yes,medium
294,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,friend,upi,no,low
295,agent_to_customer,relative,otp,Please tell me your otp,"You are my father, so here it is",reveal,yes,father,otp,yes,medium
296,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,father,otp,no,low
297,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
298,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
299,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
300,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
301,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
302,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
303,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
304,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
305,agent_to_customer,relative,upi,Please tell me your upi,"You are my brother, so here it is",reveal,yes,brother,upi,yes,medium
306,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,brother,upi,no,low
307,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
308,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
309,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
310,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
311,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
312,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
313,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
314,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
315,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my friend, so here it is",reveal,yes,friend,cvv,yes,medium
316,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,friend,cvv,no,low
317,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
318,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
319,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my mother, so here it is",reveal,yes,mother,aadhaar,yes,medium
320,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,mother,aadhaar,no,low
321,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
322,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
323,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
324,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
325,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
326,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
327,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
328,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
329,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
330,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
331,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my friend, so here it is",reveal,yes,friend,aadhaar,yes,medium
332,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,friend,aadhaar,no,low
333,agent_to_customer,relative,upi,Please tell me your upi,"You are my mother, so here it is",reveal,yes,mother,upi,yes,medium
334,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,mother,upi,no,low
335,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
336,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
337,agent_to_customer,relative,account_number,Please tell me your account number,"You are my brother, so here it is",reveal,yes,brother,account_number,yes,medium
338,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,brother,account_number,no,low
339,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
340,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
341,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
342,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
343,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
344,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
345,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
346,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
347,agent_to_customer,relative,upi,Please tell me your upi,"You are my friend, so here it is",reveal,yes,friend,upi,yes,medium
348,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,friend,upi,no,low
349,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
350,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
351,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
352,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
353,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
354,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
355,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
356,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
357,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
358,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
359,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
360,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
361,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my friend, so here it is",reveal,yes,friend,cvv,yes,medium
362,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,friend,cvv,no,low
363,agent_to_customer,relative,account_number,Please tell me your account number,"You are my friend, so here it is",reveal,yes,friend,account_number,yes,medium
364,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,friend,account_number,no,low
365,agent_to_customer,relative,otp,Please tell me your otp,"You are my son, so here it is",reveal,yes,son,otp,yes,medium
366,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,son,otp,no,low
367,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
368,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
369,agent_to_customer,relative,account_number,Please tell me your account number,"You are my father, so here it is",reveal,yes,father,account_number,yes,medium
370,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,father,account_number,no,low
371,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
372,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
373,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
374,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
375,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
376,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
377,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
